,tx_id,rx_id,link_id,distance_km,azimuth_deg,geometry
217,TX_0001,218,TX_0001_RX_0218,4.0,5.0,POINT (-13.403601920396303 9.38101363680212)
218,TX_0001,219,TX_0001_RX_0219,4.0,10.0,POINT (-13.400454034100775 9.380587599350912)
219,TX_0001,220,TX_0001_RX_0220,4.0,15.0,POINT (-13.397355531737182 9.379890694404615)
220,TX_0001,221,TX_0001_RX_0221,4.0,20.0,POINT (-13.394330001007614 9.378928228537413)
221,TX_0001,222,TX_0001_RX_0222,4.0,25.0,POINT (-13.391400473399703 9.37770752984374)
222,TX_0001,223,TX_0001_RX_0223,4.0,30.0,POINT (-13.388589248738976 9.376237892070504)
223,TX_0001,224,TX_0001_RX_0224,4.0,35.0,POINT (-13.38591772534096 9.374530503778963)
224,TX_0001,225,TX_0001_RX_0225,4.0,40.0,POINT (-13.383406237059724 9.372598363078565)
225,TX_0001,226,TX_0001_RX_0226,4.0,45.0,POINT (-13.381073898476025 9.370456178585318)
226,TX_0001,227,TX_0001_RX_0227,4.0,50.0,POINT (-13.37893845940501 9.368120257362136)
227,TX_0001,228,TX_0001_RX_0228,4.0,55.0,POINT (-13.377016169831316 9.365608380697527)
228,TX_0001,229,TX_0001_RX_0229,4.0,60.0,POINT (-13.375321656298745 9.36293966867177)
229,TX_0001,230,TX_0001_RX_0230,4.0,65.0,POINT (-13.373867810693296 9.360134434544474)
230,TX_0001,231,TX_0001_RX_0231,4.0,70.0,POINT (-13.372665692262883 9.357214030074699)
231,TX_0001,232,TX_0001_RX_0232,4.0,75.0,POINT (-13.37172444361519 9.354200682953506)
232,TX_0001,233,TX_0001_RX_0233,4.0,80.0,POINT (-13.371051221327868 9.351117327588097)
233,TX_0001,234,TX_0001_RX_0234,4.0,85.0,POINT (-13.370651141693275 9.347987430526953)
234,TX_0001,235,TX_0001_RX_0235,4.0,90.0,POINT (-13.370527242004192 9.344834811855357)
235,TX_0001,236,TX_0001_RX_0236,4.0,95.0,POINT (-13.370680457668275 9.341683463920987)
236,TX_0001,237,TX_0001_RX_0237,4.0,100.0,POINT (-13.371109615318423 9.338557368768605)
237,TX_0001,238,TX_0001_RX_0238,4.0,105.0,POINT (-13.371811441964482 9.335480315672395)
238,TX_0001,239,TX_0001_RX_0239,4.0,110.0,POINT (-13.372780590109949 9.332475720153017)
239,TX_0001,240,TX_0001_RX_0240,4.0,115.0,POINT (-13.374009678636222 9.329566445854544)
240,TX_0001,241,TX_0001_RX_0241,4.0,120.0,POINT (-13.375489349137675 9.326774630634496)
241,TX_0001,242,TX_0001_RX_0242,4.0,125.0,POINT (-13.377208337274036 9.32412151818737)
242,TX_0001,243,TX_0001_RX_0243,4.0,130.0,POINT (-13.379153558593135 9.321627296480015)
243,TX_0001,244,TX_0001_RX_0244,4.0,135.0,POINT (-13.381310208168179 9.319310944224958)
244,TX_0001,245,TX_0001_RX_0245,4.0,140.0,POINT (-13.383661873289574 9.317190086556568)
245,TX_0001,246,TX_0001_RX_0246,4.0,145.0,POINT (-13.386190658353248 9.315280861005085)
246,TX_0001,247,TX_0001_RX_0247,4.0,150.0,POINT (-13.388877320995707 9.313597794785007)
247,TX_0001,248,TX_0001_RX_0248,4.0,155.0,POINT (-13.39170141844173 9.312153694328785)
248,TX_0001,249,TX_0001_RX_0249,4.0,160.0,POINT (-13.394641462953912 9.310959547903618)
249,TX_0001,250,TX_0001_RX_0250,4.0,165.0,POINT (-13.397675085204998 9.31002444205017)
250,TX_0001,251,TX_0001_RX_0251,4.0,170.0,POINT (-13.400779204334611 9.30935549247717)
251,TX_0001,252,TX_0001_RX_0252,4.0,175.0,POINT (-13.40393020340174 9.308957789936446)
252,TX_0001,253,TX_0001_RX_0253,4.0,180.0,POINT (-13.407104108903953 9.3088343614895)
253,TX_0001,254,TX_0001_RX_0254,4.0,185.0,POINT (-13.410276773003641 9.308986147460033)
254,TX_0001,255,TX_0001_RX_0255,4.0,190.0,POINT (-13.413424057081285 9.309411994248284)
255,TX_0001,256,TX_0001_RX_0256,4.0,195.0,POINT (-13.416522015225505 9.310108663062683)
256,TX_0001,257,TX_0001_RX_0257,4.0,200.0,POINT (-13.419547076270053 9.311070854503798)
257,TX_0001,258,TX_0001_RX_0258,4.0,205.0,POINT (-13.42247622299844 9.31229124881552)
258,TX_0001,259,TX_0001_RX_0259,4.0,210.0,POINT (-13.425287167157968 9.313760561499418)
259,TX_0001,260,TX_0001_RX_0260,4.0,215.0,POINT (-13.427958518955988 9.315467613871927)
260,TX_0001,261,TX_0001_RX_0261,4.0,220.0,POINT (-13.430469949752393 9.317399418030336)
261,TX_0001,262,TX_0001_RX_0262,4.0,225.0,POINT (-13.432802346713054 9.319541275584283)
262,TX_0001,263,TX_0001_RX_0263,4.0,230.0,POINT (-13.434937958249051 9.321876889404761)
263,TX_0001,264,TX_0001_RX_0264,4.0,235.0,POINT (-13.436860529135465 9.324388487543517)
264,TX_0001,265,TX_0001_RX_0265,4.0,240.0,POINT (-13.438555424280938 9.32705695838313)
265,TX_0001,266,TX_0001_RX_0266,4.0,245.0,POINT (-13.440009740204339 9.329861995992317)
